vestigings_id,brin,vestigingsnummer,school_name,street,house_no,house_add,postcode,city,province,municipality,municipality_code,phone_formatted,website,has_website,board,board_code,denomination,corop,rmc_regio,onderwijsgebied,vacation_region,education_structure,levels_offered,languages,PRO,VMBO,MAVO,HAVO,VWO,BRUGJAAR,enrollment_total,school_size_category,students_per_grade,latitude,longitude
24TF01,24TF,1,Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo,Beukenlaan,,1,7271JK,BORCULO,Gelderland,BERKELLAND,1859,054-5273535,www.staring.nl,True,,40310,Openbaar,Achterhoek,Achterhoek,Twente,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1952.0,Large,325.3333333333333,52.1150583,6.5282581
24TF02,24TF,2,Staring College Regionale Scholengemeenschap voor Ath Gymn Havo Vmbo,Haarloseweg,,9,7271BV,BORCULO,Gelderland,BERKELLAND,1859,054-5200300,www.staring.nl,True,,40310,Openbaar,Achterhoek,Achterhoek,Twente,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,936.0,Medium,156.0,52.1107217,6.5244431
31JC02,31JC,2,zone.college vmbo Borculo,Ruurloseweg,,35,7271RS,BORCULO,Gelderland,BERKELLAND,1859,088-2620300,www.zonecollege.nl,True,,40979,Bijzonder,Achterhoek,Achterhoek,Twente,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,565.0,Medium,94.16666666666669,52.1054805,6.5089809
19QA00,19QA,0,Koningin Wilhelmina College voor Lyc Havo Mavo Vbo Pro en Lwoo,Beethovenlaan,,1,4102BM,CULEMBORG,Gelderland,CULEMBORG,216,034-5639050,www.kwc-culemborg.nl,True,,40716,Bijzonder,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,8258.0,Very Large,1376.3333333333333,51.9522295,5.2366309
19QA04,19QA,4,Koningin Wilhelmina College voor Lyc Havo Mavo Vbo Pro en Lwoo,Gershwinhof,,1,4102DJ,CULEMBORG,Gelderland,CULEMBORG,216,034-5639050,www.kwc-culemborg.nl,True,,40716,Bijzonder,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,VBO/MAVO/PRO,"PRO, VMBO, MAVO",Dutch,True,True,True,False,False,False,2879.0,Large,479.8333333333333,51.9515822,5.2326046
19EW00,19EW,0,Openbare Regionale Scholengemeenschap Lek en Linge voor atheneum havo vmbo lwoo,Multatulilaan,,6,4103NM,CULEMBORG,Gelderland,CULEMBORG,216,034-5512833,www.lekenlinge.nl,True,,13709,Openbaar,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,6367.0,Very Large,1061.1666666666667,51.945309,5.235517
19EW01,19EW,1,Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo,Ina Boudier-Bakkerstraat,,2,4103NN,CULEMBORG,Gelderland,CULEMBORG,216,034-5520066,,False,,13709,Openbaar,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3792.0,Very Large,632.0,51.9451001,5.2315602
19EW03,19EW,3,Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo,Multatulilaan,,3,4103NM,CULEMBORG,Gelderland,CULEMBORG,216,,,False,,13709,Openbaar,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,4963.0,Very Large,827.1666666666666,51.945309,5.235517
19EW04,19EW,4,Openbare Regionale Schoolgemeenschap Lek en Linge voor vwo havo vmbo lwoo,Annie MG Schmidtpad,,1,4103NP,CULEMBORG,Gelderland,CULEMBORG,216,,,False,,13709,Openbaar,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2826.0,Large,471.0,51.9462575,5.235643
16SK01,16SK,1,Liemers College Scholengemeenschap voor LYC HAVO MAVO VBO LWOO,Dijksestraat,,12,6942GC,DIDAM,Gelderland,MONTFERLAND,1955,031-6583800,,False,,13554,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,2963.0,Large,493.8333333333333,51.9316867,6.1315535
08PS00,08PS,0,Symbion School voor Praktijkonderwijs,Hoge Witteveld,,2,6942RD,DIDAM,Gelderland,MONTFERLAND,1955,031-6583880,www.symbion-vo.nl,True,,13554,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Zuid,PRO,PRO,Dutch,True,False,False,False,False,False,2125.0,Large,354.1666666666667,51.9306196,6.1250049
26NH00,26NH,0,De Tender School voor Praktijkonderwijs,Harderwijkerweg,,1-B,6952AA,DIEREN,Gelderland,RHEDEN,275,031-3422765,www.hetrhedens.nl,True,,40930,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,PRO,PRO,Dutch,True,False,False,False,False,False,1358.0,Medium,226.33333333333337,52.0445035,6.0990185
02VN01,02VN,1,Regionale Scholengemeenschap Het Rhedens voor Lyceum Havo Mavo Vbo,Doesburgsedijk,,7,6953AK,DIEREN,Gelderland,RHEDEN,275,031-3490900,,False,,40930,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6122.0,Very Large,1020.3333333333334,52.0338308,6.1069532
02NZ01,02NZ,1,Houtkamp  College Vest. Metzo College,Maria Montessoristraat,,5,7008CA,DOETINCHEM,Gelderland,DOETINCHEM,222,,www.metzocollege.nl,True,,42571,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,6985.0,Very Large,1164.1666666666667,51.9689962,6.2792289
02NZ09,02NZ,9,Houtkamp College Vest. ISK Doetinchem,Vondelstraat,,5,7002AN,DOETINCHEM,Gelderland,DOETINCHEM,222,031-4323426,www.metzocollege.nl,True,,42571,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,3760.0,Very Large,626.6666666666666,51.9708813,6.3026466
02NZ11,02NZ,11,Houtkamp College Vest. Kruisbergseweg,Kruisbergseweg,,4,7009BP,DOETINCHEM,Gelderland,DOETINCHEM,222,,www.houtkampcollege.nl,True,,42571,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,,51.9758712,6.2877165
02NZ10,02NZ,10,Houtkamp College Vest. Zaagmolenpad,Zaagmolenpad,,26,7008AJ,DOETINCHEM,Gelderland,DOETINCHEM,222,,,False,,42571,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,344.0,Small,57.333333333333336,51.9696418,6.2730498
02NZ00,02NZ,0,"Houtkamp College voor mavo, havo, ath, gym, vbo, lwoo",Ruimzichtlaan,,155,7001KD,DOETINCHEM,Gelderland,DOETINCHEM,222,031-4325248,www.houtkampcollege.nl,True,,42571,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6781.0,Very Large,1130.1666666666667,51.9701879,6.2869976
02NZ15,02NZ,15,"Houtkamp College voor mavo, havo, ath, gym, vbo, lwoo",Wolborgenmate,,4,7006DG,DOETINCHEM,Gelderland,DOETINCHEM,222,,,False,,42571,Overige,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,,Unknown,,51.9608535,6.2705034
26KH00,26KH,0,PRAKTICON,Spoorstraat,,11-B,7003DX,DOETINCHEM,Gelderland,DOETINCHEM,222,031-4389100,www.prakticon.com,True,,42571,Openbaar,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,3616.0,Very Large,602.6666666666666,51.9584827,6.3026451
20AD00,20AD,0,Panora Lyceum Scholengemeenschap voor Gymn Ath Havo Mavo,Holterweg,,121,7001EK,DOETINCHEM,Gelderland,DOETINCHEM,222,031-4727100,www.panoralyceum.nl,True,,42571,Openbaar,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,7734.0,Very Large,1289.0,51.9617994,6.2999397
20AD03,20AD,3,Panora Lyceum Scholengemeenschap voor Gymn Ath Havo Mavo,Bizetlaan,,86,7002LZ,DOETINCHEM,Gelderland,DOETINCHEM,222,,,False,,42571,Openbaar,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,,Unknown,,51.9693082,6.3096096
20AD02,20AD,2,Panora Lyceum vestiging Rietveld Lyceum,Vondelstraat,,5,7002AN,DOETINCHEM,Gelderland,DOETINCHEM,222,,www.rietveldlyceum.nl,True,,42571,Openbaar,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,,Unknown,,51.9708813,6.3026466
31JC03,31JC,3,Zone.college vmbo Doetinchem,Gezellenlaan,,14,7005AZ,DOETINCHEM,Gelderland,DOETINCHEM,222,088-2620400,www.zonecollege.nl,True,,40979,Bijzonder,Achterhoek,Achterhoek,Zuidelijke Achterhoek,Midden,VBO,VMBO,Dutch,False,True,False,False,False,False,1171.0,Medium,195.16666666666663,51.9533874,6.3023637
02SY00,02SY,0,Scholengemeenschap voor Vwo Dorenweerd College,Dalweg,,5,6865CZ,DOORWERTH,Gelderland,RENKUM,274,026-3397030,www.dorenweerd.nl,True,,41440,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,6285.0,Very Large,1047.5,51.983663,5.7988999
17IR00,17IR,0,Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo,Mr. van Coothstraat,,34,6651ZJ,DRUTEN,Gelderland,DRUTEN,225,048-7512403,www.paxchristicollege.nl,True,,41285,Bijzonder,Arnhem/Nijmegen,Rijk van Nijmegen,Oostelijk Maas-Waalgebied,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,5520.0,Very Large,920.0,51.8900523,5.6144887
17IR02,17IR,2,Pax Christi College - scholengemeenschap voor vwo havo vmbo lwoo,Klepperheide,,15,6651KM,DRUTEN,Gelderland,DRUTEN,225,048-7512403,www.paxchristicollege.nl,True,,41285,Bijzonder,Arnhem/Nijmegen,Rijk van Nijmegen,Oostelijk Maas-Waalgebied,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,3845.0,Very Large,640.8333333333334,51.8846509,5.6092134
03RR00,03RR,0,Candea College Atheneum Havo Mavo Vmbo,Saturnus,,1,6922LX,DUIVEN,Gelderland,DUIVEN,226,031-6367800,www.candea.nl,True,,13554,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,5883.0,Very Large,980.5,51.9474772,6.0019791
03RR04,03RR,4,Candea College Atheneum Havo Mavo Vmbo,Eltensestraat,,8,6922JB,DUIVEN,Gelderland,DUIVEN,226,031-6367800,www.candea.nl,True,,13554,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,5147.0,Very Large,857.8333333333334,51.942504,6.0043833
03RR07,03RR,7,Candea College Atheneum Havo Mavo Vmbo,Saturnus,,3,6922LX,DUIVEN,Gelderland,DUIVEN,226,,,False,,13554,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,706.0,Medium,117.66666666666669,51.9474772,6.0019791
25GV05,25GV,5,Aeres VMBO Ede,Zandlaan,,31,6717LN,EDE,Gelderland,EDE,228,088-0205700,www.aeresvmbo-ede.nl,True,,40687,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2837.0,Large,472.8333333333333,52.0183477,5.6692052
25GV00,25GV,0,Aeres VMBO en Aeres MBO,Bovenbuurtweg,,27,6717XA,EDE,Gelderland,EDE,228,088-0207000,www.aeres.nl,True,,40687,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,,Unknown,,52.0205249,5.6610852
26HV00,26HV,0,Het Streek College Christelijke school voor praktijkonderwijs,Zandlaan,,25,6717LN,EDE,Gelderland,EDE,228,031-8477100,www.hetstreek.nl,True,,40608,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,1313.0,Medium,218.83333333333337,52.0183477,5.6692052
25GE02,25GE,2,"Het Streek College, Christelijke School voor vmbo en mavo",Zandlaan,,25,6717LN,EDE,Gelderland,EDE,228,031-8477100,www.hetstreek.nl,True,,40608,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4423.0,Very Large,737.1666666666666,52.0183477,5.6692052
25GE00,25GE,0,"Het Streek Lyceum, Christelijke School voor mavo, havo, vwo en gymnasium",Bovenbuurtweg,,1,6717XA,EDE,Gelderland,EDE,228,031-8477100,www.hetstreek.nl,True,,40608,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,8215.0,Very Large,1369.1666666666667,52.0205249,5.6610852
02UP00,02UP,0,Marnix College  Scholengemeenschap voor Gymnasium Atheneum Havo Mavo,Prins Bernhardlaan,,30,6713MC,EDE,Gelderland,EDE,228,031-8650035,www.marnixcollege.nl,True,,79314,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,5335.0,Very Large,889.1666666666666,52.0315924,5.6600995
02UP01,02UP,1,Marnix College Scholengemeenschap voor Atheneum Havo Mavo,Prins Bernhardlaan,,25,6713MA,EDE,Gelderland,EDE,228,031-8650035,www.marnixcollege.nl,True,,79314,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,2834.0,Large,472.3333333333333,52.0310496,5.664572
19KZ00,19KZ,0,Pallas Athene College Openbare Scholengemeenschap voor Vwo Havo Mavo Vbo,Koekeltse Boslaan,,21,6715CW,EDE,Gelderland,EDE,228,031-8624500,www.pallasathenecollege.nl,True,,42549,Openbaar,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,6351.0,Very Large,1058.5,52.0377728,5.6424721
26MV00,26MV,0,Van Lodenstein College Reformatorische School voor Praktijkonderwijs,Verlengde Parkweg,,49,6717GL,EDE,Gelderland,EDE,228,085-4838008,www.vanlodenstein.nl,True,,41769,Bijzonder,Veluwe,Eem en Vallei,Arnhem en omstreken,Midden,PRO,PRO,Dutch,True,False,False,False,False,False,1818.0,Large,303.0,52.0268021,5.6567377
05FB01,05FB,1,Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo,Rekkenseweg,,1,7152AA,EIBERGEN,Gelderland,BERKELLAND,1859,054-5477180,,False,,40310,Bijzonder,Achterhoek,Achterhoek,Twente,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1792.0,Large,298.6666666666667,52.0953531,6.6662219
01FU00,01FU,0,Nuborgh College,Kruidenlaan,,1,8082CA,ELBURG,Gelderland,ELBURG,230,052-5688199,www.nuborghcollege.nl,True,,42575,Bijzonder,Veluwe,Noordwest-Veluwe,Zwolle-Meppel en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,5003.0,Very Large,833.8333333333334,52.4460306,5.8662959
01FU01,01FU,1,Nuborgh College - locatie Lambert Franckens,Lange Wijden,,50,8081VV,ELBURG,Gelderland,ELBURG,230,052-5688800,www.nuborghcollege.nl,True,,42575,Bijzonder,Veluwe,Noordwest-Veluwe,Zwolle-Meppel en omstreken,Midden,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,5108.0,Very Large,851.3333333333334,52.4444388,5.847645
17BZ03,17BZ,3,Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Paterijstraat,,17,8081TA,ELBURG,Gelderland,ELBURG,230,052-5682205,www.capellen.nl,True,,42623,Openbaar,Veluwe,Noordwest-Veluwe,Zwolle-Meppel en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1284.0,Medium,214.0,52.4479513,5.8440461
20TZ04,20TZ,4,Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo,Auditorium,,6,6661TZ,ELST GLD,Gelderland,OVERBETUWE,1734,048-1362930,www.hetwesteraam.nl,True,,13554,Openbaar,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2236.0,Large,372.6666666666667,,
20TZ11,20TZ,11,Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo,Auditorium,,3,6661TZ,ELST GLD,Gelderland,OVERBETUWE,1734,048-1362920,www.lyceumelst.nl,True,,13554,Openbaar,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4328.0,Very Large,721.3333333333334,,
20TZ14,20TZ,14,"Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo, locatie Lyceum Elst Nijverheidsweg",Nijverheidsweg,,2-B,6662NG,ELST GLD,Gelderland,OVERBETUWE,1734,,,False,,13554,Openbaar,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,,,
17IM01,17IM,1,Over Betuwe College voor Ath Havo Mavo Vbo Lwoo,Bussel,,2-4,6662VZ,ELST GLD,Gelderland,OVERBETUWE,1734,048-1366555,,False,,41440,Bijzonder,Arnhem/Nijmegen,Arnhem,Arnhem en omstreken,Zuid,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,1641.0,Large,273.5,,
13JO00,13JO,0,Rsgm Noord Oost Veluwe Ath Havo Mavo Vbo Lwoo,Schotweg,,1,8162GM,EPE,Gelderland,EPE,232,057-8612094,www.rsgnov.nl,True,,42529,Openbaar,Veluwe,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5909.0,Very Large,984.8333333333334,52.3503944,5.9754148
13JO03,13JO,3,Rsgm Noord Oost Veluwe Ath Havo Mavo Vbo Lwoo,Oude Wisselseweg,,35,8162HJ,EPE,Gelderland,EPE,232,057-8612094,www.rsgnov.nl,True,,42529,Openbaar,Veluwe,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,,52.3438619,5.9744555
00WI00,00WI,0,Christelijk College Groevenbeek,Paul Krugerweg,,44-50,3851ZJ,ERMELO,Gelderland,ERMELO,233,034-1274950,www.groevenbeek.nl,True,,49701,Bijzonder,Veluwe,Noordwest-Veluwe,Harderwijk-Amersfoort,Midden,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,13265.0,Very Large,2210.8333333333335,52.2945452,5.6223778
19EW05,19EW,5,O.R.S. Lek en Linge vestiging de Lingeborgh voor vwo havo vmbo lwoo,Laan van Leeuwenstein,,2,4191NB,GELDERMALSEN,Gelderland,WEST BETUWE,1960,034-5571504,www.lekenlinge.nl,True,,13709,Openbaar,Zuidwest-Gelderland,Rivierenland,Utrecht en omstreken,Midden,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,7116.0,Very Large,1186.0,51.875406,5.2827557
