vestigings_id,brin,vestigingsnummer,school_name,street,house_no,house_add,postcode,city,province,municipality,municipality_code,phone_formatted,website,has_website,board,board_code,denomination,corop,rmc_regio,onderwijsgebied,vacation_region,education_structure,levels_offered,languages,PRO,VMBO,MAVO,HAVO,VWO,BRUGJAAR,enrollment_total,school_size_category,students_per_grade
20ER04,20ER,04,Zernike College voor Ath Havo Mavo Vbo,Kerklaan,,39,9751NL,HAREN GN,Groningen,GRONINGEN,14,,,False,,42510,Openbaar,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,9664.0,Very Large,1610.6666666666667
20ER05,20ER,05,Zernike College voor Atheum Havo Mavo Vbo,Rummerinkhof,,8,9751SL,HAREN GN,Groningen,GRONINGEN,14,050-4065760,,False,,42510,Openbaar,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,1850.0,Large,308.3333333333333
25GM00,25GM,00,dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,Laan van de Sport,,4,9603TG,HOOGEZAND,Groningen,MIDDEN-GRONINGEN,1952,059-8350250,www.aletta.nl,True,,42534,Openbaar,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,7288.0,Very Large,1214.6666666666667
25GM02,25GM,02,dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,Laan van de Sport,,6,9603TG,HOOGEZAND,Groningen,MIDDEN-GRONINGEN,1952,059-8350250,www.aletta.nl,True,,42534,Openbaar,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,859.0,Medium,143.16666666666666
25GM04,25GM,04,dr Aletta Jacobs College voor Lyc Havo Mavo Vbo Lwoo,Laan van de Sport,,8,9603TG,HOOGEZAND,Groningen,MIDDEN-GRONINGEN,1952,059-8350250,,False,,42534,Openbaar,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,
00DI00,00DI,00,rsg de Borgen voor Lyceum Havo Mavo Vbo Lwoo,Waezenburglaan,,51-A,9351HC,LEEK,Groningen,WESTERKWARTIER,1969,050-5292929,www.rsgdeborgen.nl,True,,41143,Bijzonder,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2883.0,Large,480.5
00DI06,00DI,06,rsg de Borgen voor Lyceum Havo Mavo Vbo Lwoo,Waezenburglaan,,51,9351HC,LEEK,Groningen,WESTERKWARTIER,1969,059-4854530,www.rsgdeborgen.nl,True,,41143,Bijzonder,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1252.0,Medium,208.66666666666666
00DI02,00DI,02,rsg de Borgen voor Lyceum havo Mavo Vbo Lwoo,Waezenburglaan,,55,9351HC,LEEK,Groningen,WESTERKWARTIER,1969,059-4854545,www.rsgdeborgen.nl,True,,41143,Bijzonder,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,7996.0,Very Large,1332.6666666666667
25PW55,25PW,55,Drenthe College Terra,Molenstraat,,12,9821PG,OLDEKERK,Groningen,WESTERKWARTIER,1969,059-4505800,,False,,40872,Overige,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,VBO,VMBO,Dutch,False,True,False,False,False,False,,Unknown,
02VJ06,02VJ,06,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Boslaan,,18,9591BJ,ONSTWEDDE,Groningen,STADSKANAAL,37,059-9331701,www.ubboemmius.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1560.0,Large,260.0
20CM01,20CM,01,Dollard College voor Lyc Havo Mavo Vbo Lwoo,H. Hindersstraat,,5,9665RA,OUDE PEKELA,Groningen,PEKELA,765,059-7481960,www.dollardcollege.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1454.0,Medium,242.33333333333334
30PP01,30PP,01,"VO Eemsdelta  voor vwo, havo en vmbo",Poststraat,,1,9628AA,SIDDEBUREN,Groningen,MIDDEN-GRONINGEN,1952,018-6626477,,False,,42590,Bijzonder,Overig Groningen,Centraal en Westelijk Groningen,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1405.0,Medium,234.16666666666666
18UZ00,18UZ,00,School voor Praktijkonderwijs PrO Stadskanaal,Gelderselaan,,1,9501RA,STADSKANAAL,Groningen,STADSKANAAL,37,059-9696020,www.ubboemmius.nl/praktijkonderwijs,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1833.0,Large,305.5
02VJ00,02VJ,00,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Stationslaan,,17,9503CA,STADSKANAAL,Groningen,STADSKANAAL,37,059-9631122,www.ubboemmius.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4481.0,Very Large,746.8333333333334
02VJ03,02VJ,03,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Maarsdreef,,23,9501AM,STADSKANAAL,Groningen,STADSKANAAL,37,059-9652628,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2803.0,Large,467.1666666666667
02VJ07,02VJ,07,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Sportparklaan,,5,9502CW,STADSKANAAL,Groningen,STADSKANAAL,37,059-9692800,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO,VMBO,Dutch,False,True,False,False,False,False,1974.0,Large,329.0
02VJ08,02VJ,08,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Engelandlaan,,1,9501AR,STADSKANAAL,Groningen,STADSKANAAL,37,059-9692400,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2252.0,Large,375.3333333333333
16IH00,16IH,00,Regionale Scholengemeenschap Ter Apel voor Ath Havo Mavo Lhno,Oude Weg,,41,9561LB,TER APEL,Groningen,WESTERWOLDE,1950,059-9581226,www.rsgterapel.nl,True,,41889,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5834.0,Very Large,972.3333333333334
16IH03,16IH,03,Regionale Scholengemeenschap Ter Apel voor Ath Havo Mavo Lhno,Westerstraat,,4,9561SM,TER APEL,Groningen,WESTERWOLDE,1950,,,False,,41889,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,611.0,Medium,101.83333333333333
16ZK02,16ZK,02,Hogeland College voor Ath Havo Mavo Vbo Lwoo,Sportlaan,,2,9981JZ,UITHUIZEN,Groningen,HET HOGELAND,1966,059-5431236,,False,,42880,Openbaar,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2832.0,Large,472.0
16PI00,16PI,00,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan,,1,9646AA,VEENDAM,Groningen,VEENDAM,47,059-8364656,www.winklerprins.nl,True,,13563,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4565.0,Very Large,760.8333333333334
16PI01,16PI,01,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan,,1,9646AA,VEENDAM,Groningen,VEENDAM,47,059-8612202,,False,,13563,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4840.0,Very Large,806.6666666666666
16PI03,16PI,03,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan,,11,9646AA,VEENDAM,Groningen,VEENDAM,47,,,False,,13563,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,1563.0,Large,260.5
16PI04,16PI,04,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan,,7,9646AA,VEENDAM,Groningen,VEENDAM,47,,,False,,13563,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,,Unknown,
16PI05,16PI,05,Openbare Scholengemeenschap Winkler Prins voor ATH HAVO MAVO VBO LWOO,Raadsgildenlaan,,9,9646AA,VEENDAM,Groningen,VEENDAM,47,,,False,,13563,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO,VMBO,Dutch,False,True,False,False,False,False,,Unknown,
16PI02,16PI,02,Openbare Scholengemeenschap Winkler Prins voor Atheneum Havo Mavo Vbo Lwoo,Jan Salwaplein,,2,9641LA,VEENDAM,Groningen,VEENDAM,47,059-8612311,,False,,13563,Openbaar,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1293.0,Medium,215.5
16ZK00,16ZK,00,Hogeland College voor Ath Havo Mavo Vbo Lwoo,A.G. Bellstraat,,2,9989AT,WARFFUM,Groningen,HET HOGELAND,1966,059-5425005,www.hogeland.nl,True,,42880,Openbaar,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,VBO/HAVO/VWO,"VMBO, HAVO, VWO",Dutch,False,True,False,True,True,False,5089.0,Very Large,848.1666666666666
16ZK03,16ZK,03,Hogeland College voor Ath Havo Mavo Vbo Lwoo,A.G. Bellstraat,,14,9989AT,WARFFUM,Groningen,HET HOGELAND,1966,,,False,,42880,Overige,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,,Unknown,
19UR00,19UR,00,Dollard College PrO Winschoten,Bovenburen,,11-A,9675HA,WINSCHOTEN,Groningen,OLDAMBT,1895,059-7553195,www.dollardcollege.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1723.0,Large,287.1666666666667
20CM00,20CM,00,Dollard College voor Lyc Havo Mavo Vbo Lwoo,Dr. J.H. Hommesplein,,2,9671CZ,WINSCHOTEN,Groningen,OLDAMBT,1895,059-7670200,www.dollardcollege.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6749.0,Very Large,1124.8333333333333
20CM08,20CM,08,Dollard College voor Lyc Havo Mavo Vbo Lwoo,Bovenburen,,60,9675HH,WINSCHOTEN,Groningen,OLDAMBT,1895,,www.dollardcollege.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1865.0,Large,310.8333333333333
20CM09,20CM,09,Dollard College voor Lyc Havo Mavo Vbo Lwoo,P.C. Hooftlaan,,1,9673GS,WINSCHOTEN,Groningen,OLDAMBT,1895,059-7412251,www.dollardcollege.nl,True,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1930.0,Large,321.6666666666667
20CM10,20CM,10,Dollard College voor Lyc Havo Mavo Vbo Lwoo,Bovenburen,,11,9675HA,WINSCHOTEN,Groningen,OLDAMBT,1895,059-7553195,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,24.0,Small,4.0
20CM13,20CM,13,Dollard College voor Lyc Havo Mavo Vbo Lwoo,Bovenburen,,76,9675HH,WINSCHOTEN,Groningen,OLDAMBT,1895,085-0019712,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,243.0,Small,40.5
02VJ01,02VJ,01,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Bovenburen,,60,9675HH,WINSCHOTEN,Groningen,OLDAMBT,1895,059-7413060,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,3171.0,Very Large,528.5
02VJ04,02VJ,04,Stichting bijzonder voortgezet onderwijs Ubbo Emmius voor Lyc Havo Mavo Vbo,Bovenburen,,72,9675HH,WINSCHOTEN,Groningen,OLDAMBT,1895,,,False,,40365,Bijzonder,Oost-Groningen,Oost-Groningen,Oost-Groningen,Noord,VBO,VMBO,Dutch,False,True,False,False,False,False,,Unknown,
14RP04,14RP,04,Christelijke Scholengemeenschap Groningen - locatie Winsum,Meeden,,35,9951HX,WINSUM GN,Groningen,HET HOGELAND,1966,059-5441701,,False,,40570,Bijzonder,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1748.0,Large,291.3333333333333
25PW56,25PW,56,Drenthe College Terra,Hamrik,,4-A,9951JH,WINSUM GN,Groningen,HET HOGELAND,1966,059-5447070,,False,,40872,Overige,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,VBO/PRO,"PRO, VMBO",Dutch,True,True,False,False,False,False,,Unknown,
25PW57,25PW,57,Drenthe College Terra,Onderdendamsterweg,,43-A,9951TD,WINSUM GN,Groningen,HET HOGELAND,1966,,,False,,40872,Overige,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,,Unknown,
16ZK01,16ZK,01,Hogeland College voor Ath Havo Mavo Vbo Lwoo,Meeden,,35,9951HX,WINSUM GN,Groningen,HET HOGELAND,1966,059-5571605,,False,,42880,Openbaar,Overig Groningen,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1328.0,Medium,221.33333333333334
20CM07,20CM,07,Dollard College voor Lyc Havo Mavo Vbo Lwoo,Burg. Garreltsweg,,35,9946PM,WOLDENDORP,Groningen,EEMSDELTA,1979,059-6601284,www.dollardcollege.nl,True,,40365,Bijzonder,Delfzijl en omgeving,Noord-Groningen-Eemsmond,Groningen en omstreken,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2459.0,Large,409.8333333333333
18DO00,18DO,00,Compass voor Atheneum Havo en Mavo,Schoolstraat,,16,6443BT,BRUNSSUM,Limburg,BRUNSSUM,899,045-5258616,www.compass-lvo.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,3007.0,Very Large,501.1666666666667
05FJ12,05FJ,12,Emmacollege voor Havo Mavo Vbo Lwoo,Schoolstraat,,16,6443BT,BRUNSSUM,Limburg,BRUNSSUM,899,045-5224040,www.emma-lvo.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,413.0,Small,68.83333333333333
16PE01,16PE,01,Connect College,Maasbrachterweg,,22,6101XX,ECHT,Limburg,ECHT-SUSTEREN,1711,047-5416113,www.connectcollege.nl,True,,41203,Bijzonder,Midden-Limburg,Gewest Limburg-Noord,Roermond en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,3680.0,Very Large,613.3333333333334
16PE00,16PE,00,Connect College voor vwo havo mavo vbo en lwoo,Populierlaan,,1,6101BA,ECHT,Limburg,ECHT-SUSTEREN,1711,047-5416111,www.connectcollege.nl,True,,41203,Bijzonder,Midden-Limburg,Gewest Limburg-Noord,Roermond en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4782.0,Very Large,797.0
02IB05,02IB,05,DaCapo College voor Mavo Vmbo Lwoo locatie EOA,Einighauserweg,,25,6163AK,GELEEN,Limburg,SITTARD-GELEEN,1883,046-7820700,,False,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,500.0,Medium,83.33333333333333
05GV00,05GV,00,DaCapo-College Einighauserweg,Einighauserweg,,25,6163AK,GELEEN,Limburg,SITTARD-GELEEN,1883,046-7820700,,False,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,PRO,PRO,Dutch,True,False,False,False,False,False,1715.0,Large,285.8333333333333
19PV00,19PV,00,Graaf Huyn College voor LYC HAVO MAVO VBO LWOO,Jos Klijnenlaan,,683,6164AP,GELEEN,Limburg,SITTARD-GELEEN,1883,046-4236400,www.ghc.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,10368.0,Very Large,1728.0
17HN02,17HN,02,"Mezzo Scholen voor vwo, havo en vmbo, locatie Mezzo Elzendaal Gennep",Stiemensweg,,40,6591MD,GENNEP,Limburg,GENNEP,907,048-5511813,www.elzendaalcollege.nl,True,,41211,Bijzonder,Noord-Limburg,Gewest Limburg-Noord,Oostelijk Maas-Waalgebied,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3159.0,Very Large,526.5
01GL00,01GL,00,Sophianum Scholengemeenschap in het Heuvelland,Landsraderweg,,3,6271NT,GULPEN,Limburg,GULPEN-WITTEM,1729,043-4505310,www.sophianum.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,8169.0,Very Large,1361.5
17JB05,17JB,05,"Charlemagne College, locatie Schandelermolenweg",Schandelermolenweg,,21,6415GG,HEERLEN,Limburg,HEERLEN,917,,,False,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO,VMBO,Dutch,False,True,False,False,False,False,317.0,Small,52.833333333333336
18DO02,18DO,02,Compass voor Atheneum Havo en Mavo locatie Vrijeschool Parkstad,Akerstraat,,115,6417BM,HEERLEN,Limburg,HEERLEN,917,045-5742941,www.vrijeschoolparkstad.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,,Unknown,
05FJ11,05FJ,11,Emmacollege voor Havo Mavo Vbo Lwoo,Schandelermolenweg,,21,6415GG,HEERLEN,Limburg,HEERLEN,917,088-0272600,www.tcpl.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO,VMBO,Dutch,False,True,False,False,False,False,,Unknown,
05FJ00,05FJ,00,Emmacollege voor Mavo Kbl en BBL,De Weggebekker,,1,6413NR,HEERLEN,Limburg,HEERLEN,917,045-5224040,www.emma-lvo.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2616.0,Large,436.0
02DF00,02DF,00,Grotiuscollege Stedelijke Scholengemeenschap voor Lyceum Havo Mavo,Akerstraat,,117,6417BM,HEERLEN,Limburg,HEERLEN,917,045-5713952,www.grotius.nl,True,,41391,Openbaar,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,6496.0,Very Large,1082.6666666666667
02DF01,02DF,01,Grotiuscollege Stedelijke Scholengemeenschap voor Lyceum Havo Mavo,Drieschstraat,,1,6412XX,HEERLEN,Limburg,HEERLEN,917,,,False,,41391,Openbaar,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,467.0,Small,77.83333333333333
16VM04,16VM,04,Herle College Scholengemeenschap voor Mavo Vbo Lwoo,Mgr. Schrijnenstraat,,20,6417XZ,HEERLEN,Limburg,HEERLEN,917,045-5717532,,False,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,712.0,Medium,118.66666666666667
16VM00,16VM,00,Herlecollege Scholengemeenschap voor Vmbo,Heldevierlaan,,5,6415SB,HEERLEN,Limburg,HEERLEN,917,045-5721010,www.bcpl.nl,True,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3436.0,Very Large,572.6666666666666
16VM07,16VM,07,Herlecollege Scholengemeenschap voor Vmbo,Schandelermolenweg,,21,6415GG,HEERLEN,Limburg,HEERLEN,917,088-0272600,www.tcpl.nl,True,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO,VMBO,Dutch,False,True,False,False,False,False,526.0,Medium,87.66666666666667
13FB00,13FB,00,Katholieke School voor Praktijkonderwijs,Sittarderweg,,75,6412CC,HEERLEN,Limburg,HEERLEN,917,045-5615555,www.katholiekeschoolvoorpraktijkonderwijs.nl,True,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,PRO,PRO,Dutch,True,False,False,False,False,False,2970.0,Large,495.0
26KZ00,26KZ,00,Openbare School voor Praktijkonderwijs,Sittarderweg,,75,6412CC,HEERLEN,Limburg,HEERLEN,917,045-5615555,www.openbareschoolvoorpraktijkonderwijs.nl,True,,99048,Openbaar,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,PRO,PRO,Dutch,True,False,False,False,False,False,2708.0,Large,451.3333333333333
19QC00,19QC,00,School voor Havo Mavo V H Bernardinuscollege,Akerstraat,,95,6417BK,HEERLEN,Limburg,HEERLEN,917,045-5740150,www.bernardinuscollege.nl,True,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO,"MAVO, HAVO",Dutch,False,False,True,True,False,False,3850.0,Very Large,641.6666666666666
19XS00,19XS,00,Sintermeertencollege Scholengemeenschap voor Lyceum Havo Mavo,Valkenburgerweg,,219,6419AT,HEERLEN,Limburg,HEERLEN,917,045-5711664,www.sintermeerten.nl/,True,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,8045.0,Very Large,1340.8333333333333
19XS01,19XS,01,Sintermeertencollege Scholengemeenschap voor Lyceum Havo Mavo,Mgr. Schrijnenstraat,,20,6417XZ,HEERLEN,Limburg,HEERLEN,917,045-5717532,,False,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,MAVO/HAVO/VWO,"MAVO, HAVO, VWO",Dutch,False,False,True,True,True,False,601.0,Medium,100.16666666666667
19HV00,19HV,00,VWO van het Bernardinuscollege,Sint Franciscusweg,,38,6417BD,HEERLEN,Limburg,HEERLEN,917,045-5740150,www.bernardinuscollege.nl,True,,99048,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VWO,VWO,Dutch,False,False,False,False,True,False,4065.0,Very Large,677.5
01OE59,01OE,59,Yuverta,Heldevierlaan,,12,6415SB,HEERLEN,Limburg,HEERLEN,917,045-5700888,yuverta.nl/vmboheerlen,True,,41100,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,,Unknown,
01OE57,01OE,57,Yuverta,Spoorweg,,8,5963NJ,HEGELSOM,Limburg,HORST AAN DE MAAS,1507,077-3981620,yuverta.nl/vmbohorst,True,,41100,Bijzonder,Noord-Limburg,Gewest Limburg-Noord,Noord-Limburg,Zuid,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,,Unknown,
17GT02,17GT,02,Rooms katholieke Scholengemeenschap St Ursula voor Vwo Havo Vmbo Lwoo,Tienderweg,,101,6093EN,HEYTHUYSEN,Limburg,LEUDAL,1640,047-5492088,,False,,41203,Bijzonder,Midden-Limburg,Gewest Limburg-Noord,Roermond en omstreken,Zuid,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,3777.0,Very Large,629.5
05FJ01,05FJ,01,Emmacollege voor Havo Mavo Vbo Lwoo locatie Broekland,Polderstraat,,4,6431LE,HOENSBROEK,Limburg,HEERLEN,917,045-5213675,www.broekland-lvo.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,2910.0,Large,485.0
16SL00,16SL,00,Sint-Janscollege voor Vwo Havo,Amstenraderweg,,122,6431EN,HOENSBROEK,Limburg,HEERLEN,917,045-5218666,www.sintjan-lvo.nl,True,,41391,Bijzonder,Zuid-Limburg,Gewest Zuid-Limburg,Zuid-Limburg,Zuid,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,7357.0,Very Large,1226.1666666666667
