vestigings_id,brin,vestigingsnummer,school_name,street,house_no,house_add,postcode,city,province,municipality,municipality_code,phone_formatted,website,has_website,board,board_code,denomination,corop,rmc_regio,onderwijsgebied,vacation_region,education_structure,levels_offered,languages,PRO,VMBO,MAVO,HAVO,VWO,BRUGJAAR,enrollment_total,school_size_category,students_per_grade
24TG04,24TG,04,"Gooise Scholen Federatie Weesp, vwo, havo, vmbo, locatie Casparus College",Talmastraat,,40,1381NE,WEESP,Noord-Holland,AMSTERDAM,363,029-4460200,www.casparuscollege.nl,True,,40696,Bijzonder,Groot-Amsterdam,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1913.0,Large,318.8333333333333
17DD00,17DD,00,rsg Wiringherlant voor vwo havo mavo en vbo,Dokter Tamsmalaan,,1-A,1771AB,WIERINGERWERF,Noord-Holland,HOLLANDS KROON,1911,022-7513830,www.wiringherlant.nl,True,,13652,Openbaar,Kop van Noord-Holland,Kop van Noord-Holland,Noord-Noord-Holland,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5655.0,Very Large,942.5
26JZ00,26JZ,00,De Faam voor Praktijkonderwijs,Blooksven,,21,1504AN,ZAANDAM,Noord-Holland,ZAANSTAD,479,020-7059600,www.zaam.nl,True,,42621,Bijzonder,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1524.0,Large,254.0
02TZ00,02TZ,00,Rooms Katholieke Scholengemeenschap St Michaelcollege voor Atheneum en Havo,Leeghwaterweg,,7,1509BS,ZAANDAM,Noord-Holland,ZAANSTAD,479,075-6127474,www.stmichaelcollege.nl,True,,78001,Bijzonder,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,7502.0,Very Large,1250.3333333333333
02VQ00,02VQ,00,Scholengemeenschap ZAAM Zaanstad voor Vwo Havo Mavo Vbo,Pascalstraat,,4,1503DA,ZAANDAM,Noord-Holland,ZAANSTAD,479,020-7059600,www.zaam.nl,True,,42621,Bijzonder,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5459.0,Very Large,909.8333333333334
02VQ01,02VQ,01,Scholengemeenschap ZAAM Zaanstad voor Vwo Havo Mavo Vbo,Middelven,,2,1504BZ,ZAANDAM,Noord-Holland,ZAANSTAD,479,020-7059600,www.zaam.nl,True,,42621,Bijzonder,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3909.0,Very Large,651.5
20CN02,20CN,02,Scholengroep Zaandam  voor vwo havo mavo vmbo lwoo - locatie Compaen VMBO,Nieuwendamstraat,,6,1507JE,ZAANDAM,Noord-Holland,ZAANSTAD,479,075-6126303,www.compaenvmbo.nl,True,,41581,Openbaar,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4668.0,Very Large,778.0
20CN00,20CN,00,Scholengroep Zaandam voor vwo havo mavo vmbo lwoo,Vincent van Goghweg,,42,1506JD,ZAANDAM,Noord-Holland,ZAANSTAD,479,075-6170055,www.zaanlands.nl,True,,41581,Openbaar,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,7117.0,Very Large,1186.1666666666667
29YT00,29YT,00,Zuiderzee College voor VMBO,Zuiderzee,,200,1503HZ,ZAANDAM,Noord-Holland,ZAANSTAD,479,075-6166069,www.zuiderzee-college.nl,True,,41581,Openbaar,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4081.0,Very Large,680.1666666666666
20CN05,20CN,05,Scholengroep Zaandam - locatie Het Saenredam,Elvis Presleystraat,,1,1544LM,ZAANDIJK,Noord-Holland,ZAANSTAD,479,075-6409130,www.saenredam.nl,True,,41581,Openbaar,Zaanstreek,Agglomeratie Amsterdam,Zuid-Noord-Holland,Noord,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,,Unknown,
01KL10,01KL,10,"Noordzee Onderwijs Groep voor Gymnasium, Atheneum, Havo, Vmbo",Zandvoortselaan,,19-A,2042XD,ZANDVOORT,Noord-Holland,ZANDVOORT,473,023-5713782,www.wimgertenbachcollege.nl,True,,41664,Bijzonder,Agglomeratie Haarlem,Zuid-Kennemerland en IJmond,Zuid-Noord-Holland,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1727.0,Large,287.8333333333333
02TD04,02TD,04,Jan Arentsz Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo,Bosgroet,,14,1722KA,ZUID-SCHARWOUDE,Noord-Holland,DIJK EN WAARD,1980,022-6343645,www.ja.nl,True,,76415,Bijzonder,Alkmaar en omgeving,Noord-Kennemerland,Noord-Noord-Holland,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2654.0,Large,442.3333333333333
04HR00,04HR,00,Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo,Sluiskade Noordzijde,,68,7602HT,ALMELO,Overijssel,ALMELO,141,054-6480800,www.het-erasmus.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6583.0,Very Large,1097.1666666666667
04HR04,04HR,04,Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo,Sluiskade Noordzijde,,126-A,7603XZ,ALMELO,Overijssel,ALMELO,141,054-6480800,,False,,53653,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4038.0,Very Large,673.0
04HR06,04HR,06,Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo,Sluiskade Noordzijde,,56,7602HS,ALMELO,Overijssel,ALMELO,141,,,False,,53653,Openbaar,Twente,Twente,Twente,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,,Unknown,
04HR07,04HR,07,Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo,Cesar Franckstraat,,1,7604JE,ALMELO,Overijssel,ALMELO,141,054-6480800,www.het-erasmus.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,852.0,Medium,142.0
04HR08,04HR,08,Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo,Sluiskade Zuidzijde,,119,7607XV,ALMELO,Overijssel,ALMELO,141,054-6480800,www.het-erasmus.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,
02EK00,02EK,00,Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Cesar Franckstraat,,4,7604JG,ALMELO,Overijssel,ALMELO,141,054-6540808,www.piusx.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,4158.0,Very Large,693.0
02EK01,02EK,01,Pius X College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo,Catharina van Renneslaan,,35,7604KV,ALMELO,Overijssel,ALMELO,141,054-6860066,www.piusx.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2799.0,Large,466.5
19UP00,19UP,00,PrO Erasmus,Horstlaan,,1,7602AM,ALMELO,Overijssel,ALMELO,141,054-6492400,www.het-erasmus.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1979.0,Large,329.8333333333333
02DO00,02DO,00,Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo,Noordikslaan,,68,7602CG,ALMELO,Overijssel,ALMELO,141,054-6484848,www.noordik.nl,True,,40348,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,8574.0,Very Large,1429.0
02DO01,02DO,01,Protestants Scholengemeenschap Het Noordik voor Lyceum Havo Mavo Vbo Lwoo,Catharina van Renneslaan,,37,7604KV,ALMELO,Overijssel,ALMELO,141,054-6819889,www.almacollege.nl,True,,40348,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3919.0,Very Large,653.1666666666666
16VI00,16VI,00,R.K. Scholengemeenschap  Canisius voor vmbo havo vwo,Slot,,31,7608ND,ALMELO,Overijssel,ALMELO,141,054-6488488,www.canisius.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5957.0,Very Large,992.8333333333334
31JC01,31JC,01,Zone.college vmboAlmelo,Bornerbroeksestraat,,348,7609PH,ALMELO,Overijssel,ALMELO,141,088-2620100,www.zonecollege.nl,True,,40979,Bijzonder,Twente,Twente,Twente,Noord,VBO,VMBO,Dutch,False,True,False,False,False,False,909.0,Medium,151.5
19HG02,19HG,02,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO - Het Twickel Coll. Borne,Welemanstraat,,51,7622HB,BORNE,Overijssel,BORNE,147,074-2654081,www.carmelhengelo.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1458.0,Medium,243.0
17BZ04,17BZ,04,Van der Capellen Scholengemeenschap voor ATH HAVO MAVO VBO LWOO,Langewijk,,166,7701AK,DEDEMSVAART,Overijssel,HARDENBERG,160,052-3615851,,False,,42623,Openbaar,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,2613.0,Large,435.5
02UX01,02UX,01,Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Botermanswijk,,1,7701AW,DEDEMSVAART,Overijssel,HARDENBERG,160,052-3612433,,False,,40722,Bijzonder,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2949.0,Large,491.5
19HG04,19HG,04,Scholengroep Carmel Hengelo voor GYM ATH HAVO MAVO VBO- Het Twickel Coll. Delden,Schoppenstede,,19,7491HK,DELDEN,Overijssel,HOF VAN TWENTE,1735,074-3762118,www.carmelhengelo.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1843.0,Large,307.1666666666667
05AV04,05AV,04,"Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo, Pro",Oranjestraat,,23,7591GA,DENEKAMP,Overijssel,DINKELLAND,1774,054-1351528,,False,,35647,Bijzonder,Twente,Twente,Twente,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,1678.0,Large,279.6666666666667
01VJ00,01VJ,00,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Lebuinuslaan,,1,7415DM,DEVENTER,Overijssel,DEVENTER,150,057-0504700,www.ettyhillesumlyceum.nl,True,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,5434.0,Very Large,905.6666666666666
01VJ01,01VJ,01,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Herman Boerhaavelaan,,1,7415ES,DEVENTER,Overijssel,DEVENTER,150,057-0504640,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,4925.0,Very Large,820.8333333333334
01VJ03,01VJ,03,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Storminkstraat,,1,7418GH,DEVENTER,Overijssel,DEVENTER,150,057-0504660,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,6581.0,Very Large,1096.8333333333333
01VJ04,01VJ,04,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Het Vlier,,1,7414AR,DEVENTER,Overijssel,DEVENTER,150,057-0504620,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,7548.0,Very Large,1258.0
01VJ05,01VJ,05,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Ludgerstraat,,1,7415DV,DEVENTER,Overijssel,DEVENTER,150,057-0504730,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2205.0,Large,367.5
01VJ06,01VJ,06,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Arkelstein,,8,7414EP,DEVENTER,Overijssel,DEVENTER,150,057-0504600,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1607.0,Large,267.8333333333333
01VJ12,01VJ,12,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Koningin Wilhelminalaan,,16,7415KS,DEVENTER,Overijssel,DEVENTER,150,057-0626115,www.ettyhillesumlyceum.nl,True,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,343.0,Small,57.166666666666664
01VJ13,01VJ,13,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Laan van Borgele,,60,7415DJ,DEVENTER,Overijssel,DEVENTER,150,,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,
01VJ14,01VJ,14,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Zwaluwenburg,,10,7423DS,DEVENTER,Overijssel,DEVENTER,150,,,False,,35647,Overige,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,,Unknown,
01VJ15,01VJ,15,Etty Hillesum Lyceum voor Gymnasium Atheneum Havo Vmbo Pro,Zwolseweg,,96,7412AR,DEVENTER,Overijssel,DEVENTER,150,,,False,,35647,Bijzonder,Zuidwest-Overijssel,Stedendriehoek,Apeldoorn en midden-IJsselgebied,Noord,HAVO/VWO,"HAVO, VWO",Dutch,False,False,False,True,True,False,,Unknown,
17VN11,17VN,11,Bonhoeffer College,Hofstedeweg,,185,7535CV,ENSCHEDE,Overijssel,ENSCHEDE,153,,,False,,35647,Overige,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,,Unknown,
17VN00,17VN,00,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat,,75,7544GG,ENSCHEDE,Overijssel,ENSCHEDE,153,053-7512000,www.bc-enschede.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/PRO,"PRO, VMBO, MAVO",Dutch,True,True,True,False,False,False,,Unknown,
17VN01,17VN,01,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Geessinkweg,,100,7544ND,ENSCHEDE,Overijssel,ENSCHEDE,153,053-7512700,,False,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,2396.0,Large,399.3333333333333
17VN05,17VN,05,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Van der Waalslaan,,35,7535CN,ENSCHEDE,Overijssel,ENSCHEDE,153,053-8522600,www.bc-enschede.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,9399.0,Very Large,1566.5
17VN06,17VN,06,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Bruggertstraat,,60,7545AX,ENSCHEDE,Overijssel,ENSCHEDE,153,053-7512200,www.bc-enschede.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6800.0,Very Large,1133.3333333333333
17VN07,17VN,07,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat,,85,7544GG,ENSCHEDE,Overijssel,ENSCHEDE,153,053-7512100,www.bc-enschede.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,405.0,Small,67.5
17VN08,17VN,08,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Vlierstraat,,75,7544GG,ENSCHEDE,Overijssel,ENSCHEDE,153,053-7512400,www.bc-enschede.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1944.0,Large,324.0
17VN09,17VN,09,"Bonhoeffer College voor Gymnasium, Atheneum, Havo, VMBO, LWOO en PrO",Wethouder Beversstraat,,195,7543BK,ENSCHEDE,Overijssel,ENSCHEDE,153,053-7504700,www.bc-enschede.nl,True,,35647,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,4134.0,Very Large,689.0
17VS02,17VS,02,Greijdanus School voor LWOO VMBO HAVO VWO,Deppenbroekstraat,,4,7523PB,ENSCHEDE,Overijssel,ENSCHEDE,153,038-4698530,,False,,43837,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1479.0,Medium,246.5
00AH17,00AH,17,"Het Stedelijk Alpha praktijkonderwijs, vmbo, havo, atheneum en gymnasium",Wethouder Beversstraat,,195,7543BK,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821300,,False,,41804,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,3849.0,Very Large,641.5
00AH07,00AH,07,"Het Stedelijk College Zuid praktijkonderwijs, vmbo, havo, atheneum en gymnasium",Tiemeister,,20,7541WG,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821100,,False,,41804,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6757.0,Very Large,1126.1666666666667
19NG00,19NG,00,Het Stedelijk Diekman praktijkonderwijs,J.J. van Deinselaan,,32,7541PE,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821501,www.hetstedelijk.nl,True,,41804,Openbaar,Twente,Twente,Twente,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1346.0,Medium,224.33333333333334
00AH18,00AH,18,"Het Stedelijk Diekman praktijkonderwijs, vmbo, havo, atheneum en gymnasium",J.J. van Deinselaan,,32,7541PE,ENSCHEDE,Overijssel,ENSCHEDE,153,,,False,,41804,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,272.0,Small,45.333333333333336
00AH19,00AH,19,"Het Stedelijk Florapark vmbo, havo, atheneum en gymnasium",Dotterbloemstraat,,75,7531TB,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821380,www.hetstedelijk.nl,True,,41804,Openbaar,Twente,Twente,Twente,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,,Unknown,
00AH11,00AH,11,"Het Stedelijk ISK praktijkonderwijs, vmbo, havo, atheneum en gymnasium",Mekkelholtspad,,4,7523DC,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821380,,False,,41804,Openbaar,Twente,Twente,Twente,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,1476.0,Medium,246.0
00AH09,00AH,09,"Het Stedelijk Innova praktijkonderwijs, vmbo, havo, atheneum en gymnasium",Gronausestraat,,300,7533BM,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821260,www.hetstedelijk.nl,True,,41804,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,1581.0,Large,263.5
00AH00,00AH,00,"Het Stedelijk Kottenpark praktijkonderwijs, vmbo, havo, atheneum en gymnasium",Lyceumlaan,,30,7522GK,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4800000,www.hetstedelijk.nl,True,,41804,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6041.0,Very Large,1006.8333333333334
00AH08,00AH,08,"Het Stedelijk Zwering praktijkonderwijs, vmbo, havo, atheneum en gymnasium",Jan Vermeerstraat,,49,7545BN,ENSCHEDE,Overijssel,ENSCHEDE,153,053-4821280,,False,,41804,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,1822.0,Large,303.6666666666667
31JC04,31JC,04,Zone.college vmbo Enschede,Hengelosestraat,,481,7521AG,ENSCHEDE,Overijssel,ENSCHEDE,153,088-2620600,www.zonecollege.nl,True,,40979,Bijzonder,Twente,Twente,Twente,Noord,VBO,VMBO,Dutch,False,True,False,False,False,False,861.0,Medium,143.5
19FF04,19FF,04,De Waerdenborch Scholengemeenschap voor Ath Havo Mavo Vbo (Disl),Gruttostraat,,1,7471EP,GOOR,Overijssel,HOF VAN TWENTE,1735,054-7272626,,False,,13365,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2275.0,Large,379.1666666666667
05FB00,05FB,00,Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo,Bouwmeester,,10,7481LP,HAAKSBERGEN,Overijssel,HAAKSBERGEN,158,053-5730707,www.hetassink.nl,True,,40310,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5596.0,Very Large,932.6666666666666
05FB07,05FB,07,Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo,Van Brakelstraat,,1,7482VV,HAAKSBERGEN,Overijssel,HAAKSBERGEN,158,053-5730606,www.hetassink.nl,True,,40310,Bijzonder,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2804.0,Large,467.3333333333333
17VS03,17VS,03,Greijdanus School voor LWOO VMBO HAVO VWO,Burg Schuitestraat,,7-A,7772BS,HARDENBERG,Overijssel,HARDENBERG,160,038-4698500,,False,,43837,Bijzonder,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,6457.0,Very Large,1076.1666666666667
03KZ00,03KZ,00,PrO Hardenberg school voorChristelijk Praktijkonderwijs,Verlengde Korte Steeg,,18,7772RZ,HARDENBERG,Overijssel,HARDENBERG,160,052-3267700,www.prohardenberg.nl,True,,29850,Bijzonder,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,PRO,PRO,Dutch,True,False,False,False,False,False,1723.0,Large,287.1666666666667
12IR05,12IR,05,Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo,Piet Heinstraat,,1,7772ZJ,HARDENBERG,Overijssel,HARDENBERG,160,052-3262170,www.denieuweveste.nl,True,,41889,Openbaar,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,VBO/MAVO/HAVO,"VMBO, MAVO, HAVO",Dutch,False,True,True,True,False,False,2737.0,Large,456.1666666666667
12IR11,12IR,11,Scholengemeenschap de Nieuwe Veste voor Lyceum Havo Mavo Vbo Lwoo,Sportboulevard,,5,7772SL,HARDENBERG,Overijssel,HARDENBERG,160,052-4593800,www.denieuweveste.nl,True,,41889,Openbaar,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,BRUGJAAR,BRUGJAAR,Dutch,False,False,False,False,False,True,133.0,Small,22.166666666666668
02UX00,02UX,00,Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo,Burg Schuitestraat,,3,7772BS,HARDENBERG,Overijssel,HARDENBERG,160,052-3281428,www.vechtdalcollege.nl,True,,40722,Bijzonder,Noord-Overijssel,IJssel-Vecht,Assen-Hoogeveen-Emmen,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,10662.0,Very Large,1777.0
20CS00,20CS,00,OSG Hengelo voor LYC HAVO MAVO VBO LWOO,Sloetsweg,,155,7556HM,HENGELO OV,Overijssel,HENGELO,164,074-2919860,www.osghengelo.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,5146.0,Very Large,857.6666666666666
20CS04,20CS,04,OSG Hengelo voor LYC HAVO MAVO VBO LWOO,Fre Cohenstraat,,10,7556PS,HENGELO OV,Overijssel,HENGELO,164,074-7504850,www.ctstorkcollege.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO,"VMBO, MAVO",Dutch,False,True,True,False,False,False,2157.0,Large,359.5
20CS07,20CS,07,OSG Hengelo voor LYC HAVO MAVO VBO LWOO,Sloetsweg,,153,7556HM,HENGELO OV,Overijssel,HENGELO,164,074-2914629,www.osghengelo.nl,True,,53653,Openbaar,Twente,Twente,Twente,Noord,VBO/MAVO/HAVO/VWO,"VMBO, MAVO, HAVO, VWO",Dutch,False,True,True,True,True,False,8397.0,Very Large,1399.5
